gvkey,firm_name,year,form,accession_num,amount
155934,SIRVA INC,2004,10-K,0001104659-05-057114,79 to 103 million
14592,ALLIANCEBERNSTEIN HOLDING L.P.,2005,10-K,0001104659-06-011930,"42,700,000"
14592,ALLIANCE CAPITAL MANAGEMENT HOLDING LP,2004,10-K,0001104659-05-010988,
3835,DEERE &amp; CO,2005,10-K,0001104659-05-061732,only tax cost listed
3835,DEERE &amp; CO,2004,10-K,0001104659-04-040625,blank
4213,ECOLAB INC,2005,10-K,0001104659-06-012710,"223,000,000"
63637,MILLENNIUM CHEMICALS INC,2004,10-K,0001193125-05-052549,maybe 100 million
63637,MILLENNIUM CHEMICALS INC,2003,10-K/A,0001193125-05-029152,maybe 107 million
63637,MILLENNIUM CHEMICALS INC,2005,10-K,0001193125-06-054765,maybe 297 million
8479,PEPSICO INC,2005,10-K,0001193125-06-039968,"7,500,000,000"
8479,PEPSICO INC,2004,10-K,0001193125-05-037811,up to 7.5 billion
4885,FRANKLIN RESOURCES INC,2005,10-K,0001193125-05-242624,0 to 1.983 million
4885,FRANKLIN RESOURCES INC,2005,10-K/A,0001193125-06-022263,0 to 1983 million
4885,FRANKLIN RESOURCES INC,2004,10-K,0000038777-04-000612,0 to 117 million
28590,BRINKS CO,2004,10-K,0000078890-05-000014,0 to 10 million
28590,BRINKS CO,2005,10-K,0000078890-06-000012,"49,000,000"
27980,JARDEN CORP,2004,10-K/A,0000950136-05-002455,blank
27980,JARDEN CORP,2004,10-K/A,0000950136-05-002886,up to 13.5 million
27980,JARDEN CORP,2004,10-K,0000950136-05-001118,up to 13.5 million
27980,JARDEN CORP,2005,10-K,0001193125-06-049130,"114,000,000"
3439,CONSUMERS ENERGY CO,2004,10-K,0000950124-05-001425,"71,000,000"
3439,CMS ENERGY CORP,2003,10-K/A,0000950124-04-006283,blank
3439,CONSUMERS ENERGY CO,2005,10-K,0000950124-06-000851,"377,000,000"
3439,CMS ENERGY CORP,2005,10-K/A,0000950124-06-003181,"377,000,000"
3439,CMS ENERGY CORP,2004,10-K/A,0000950124-05-004034,"71,000,000"
7409,MILLIPORE CORP /MA,2004,10-K,0001193125-05-052775,0 to 500 million
7409,MILLIPORE CORP /MA,2005,10-K,0001193125-06-055044,"500,000,000"
29028,COSTCO WHOLESALE CORP /NEW,2005,10-K,0001193125-05-223245,
29028,COSTCO WHOLESALE CORP /NEW,2004,10-K,0001193125-04-195535,blank
29028,COSTCO WHOLESALE CORP /NEW,2005,10-K,0001193125-05-223245,
29028,COSTCO WHOLESALE CORP /NEW,2004,10-K,0001193125-04-195535,blank
15084,BURLINGTON RESOURCES INC,2005,10-K,0000950129-06-002048,"500,000,000"
15084,BURLINGTON RESOURCES INC,2004,10-K,0000950129-05-001767,"500,000,000"
8810,PUBLIC SERVICE ENTERPRISE GROUP INC,2004,10-K/A,0001047469-05-011819,blank
8810,PUBLIC SERVICE ENTERPRISE GROUP INC,2004,10-K,0000950117-05-000790,0 to 256 million
8810,PUBLIC SERVICE ENTERPRISE GROUP INC,2005,10-K,0000950117-06-000927,"177,000,000"
61566,IDX SYSTEMS CORP,2004,10-K,0001193125-05-050697,
8219,OXFORD INDUSTRIES INC,2006,10-K,0000950144-06-007947,"22,900,000"
8219,OXFORD INDUSTRIES INC,2005,10-K,0000950144-05-008828,up to 28 million
1704,APPLIED MATERIALS INC /DE,2004,10-K,0000950134-04-019339,
1704,APPLIED MATERIALS INC /DE,2005,10-K,0000950134-05-023162,
63800,IMS HEALTH INC,2005,10-K,0001047469-06-002224,"647,000"
155735,AMIS HOLDINGS INC,2004,10-K,0000950124-05-001447,0 to 40 million
155735,AMIS HOLDINGS INC,2005,10-K,0000950124-06-001233,blank
61398,LECROY CORP,2005,10-K,0000890163-05-000460,"21,100,000"
61398,LECROY CORP,2006,10-K,0000890163-06-000611,"23,100,000"
2111,BECTON DICKINSON &amp; CO,2005,10-K,0000950117-05-004677,"1,300,000,000"
2111,BECTON DICKINSON &amp; CO,2004,10-K,0000950117-04-004429,
65399,ARVINMERITOR INC,2005,10-K,0001206774-05-001868,
65399,ARVINMERITOR INC,2004,10-K,0000950123-04-014830,
2771,CARLISLE COMPANIES INC,2005,10-K,0001104659-06-016056,23.7 million i think
2771,CARLISLE COMPANIES INC,2004,10-K,0001104659-05-010191,25 to 35 million
6376,KELLWOOD CO,2005,10-K/A,0001068800-06-000042,
6376,KELLWOOD CO,2005,10-K/A,0001068800-05-000329,blank
6376,KELLWOOD CO,2005,10-K,0001068800-05-000178,
6376,KELLWOOD CO,2006,10-K,0001068800-06-000204,"160,000"
7250,MENTOR CORP /MN/,2006,10-K,0000064892-06-000023,"32,000,000"
7250,MENTOR CORP /MN/,2005,10-K,0001003297-05-000189,up to 25 million
7250,MENTOR CORP /MN/,2005,10-K/A,0000064892-05-000041,up to 25 million
61567,ESTEE LAUDER COMPANIES INC,2004,10-K/A,0001104659-04-033932,
61567,ESTEE LAUDER COMPANIES INC,2005,10-K,0001104659-05-042689,"500,000,000"
61567,ESTEE LAUDER COMPANIES INC,2006,10-K,0001104659-06-057258,"500,000,000"
7401,MILLER HERMAN INC,2006,10-K,0000950124-06-004085,"45,000,000"
7401,MILLER HERMAN INC,2005,10-K/A,0000926044-06-000148,"45,000,000"
7401,MILLER HERMAN INC,2005,10-K,0000926044-05-000367,"45,000,000"
7065,"MARSH &amp; MCLENNAN COMPANIES, INC.",2004,10-K,0000062709-05-000062,0 to 1.2 billion
7065,"MARSH &amp; MCLENNAN COMPANIES, INC.",2005,10-K,0001145443-06-000555,"585,000,000"
7257,MERCK &amp; CO INC,2004,10-K,0000950123-05-003003,up to 15 billion
7257,MERCK &amp; CO INC,2005,10-K,0000950123-06-003031,"15,900,000,000"
9937,SPECTRUM CONTROL INC,2005,10-K,0001193125-06-039727,
9937,SPECTRUM CONTROL INC,2004,10-K,0001193125-05-034977,
157858,FREESCALE SEMICONDUCTOR INC,2005,10-K,0001193125-06-028941,"354,000,000"
157858,FREESCALE SEMICONDUCTOR INC,2004,10-K,0001193125-05-040120,
165993,"Fidelity National Information Services, Inc.",2005,10-K,0000950134-06-005253,
165993,"Fidelity National Information Services, Inc.",2005,10-K/A,0000892569-06-000615,blank
165993,CERTEGY INC,2004,10-K,0001193125-05-048033,
4087,DUPONT E I DE NEMOURS &amp; CO,2005,10-K,0001047469-06-002614,"9,100,000,000"
4087,DUPONT E I DE NEMOURS &amp; CO,2004,10-K,0001047469-05-005183,up to 10 billionNA
61763,ELIZABETH ARDEN INC,2005,10-K,0001193125-05-184500,"3,200,000"
61763,ELIZABETH ARDEN INC,2006,10-K,0001193125-06-188740,"5,300,000"
11566,WOLVERINE WORLD WIDE INC /DE/,2005,10-K,0000905729-06-000156,"41,500,000"
11566,WOLVERINE WORLD WIDE INC /DE/,2005,10-K,0000905729-05-000124,max 70 million
64397,AVOCENT CORP,2005,10-K,0001104659-06-014293,"90,000,000"
64397,AVOCENT CORP,2004,10-K,0001104659-05-010863,
157118,TNS INC,2004,10-K,0001047469-05-008536,0 to 15 million
157118,TNS INC,2005,10-K,0001104659-06-017241,"16,100,000"
157118,TNS INC,2005,10-K/A,0001104659-06-048178,"16,100,000"
14477,WASTE MANAGEMENT INC,2004,10-K,0000950129-05-001427,0 to 35 million
14477,WASTE MANAGEMENT INC,2005,10-K,0000950129-06-001649,"496,000,000"
31166,GUIDANT CORP,2004,10-K,0000950134-05-003127,"1,500,000,000"
10816,USG CORP,2005,10-K,0000950134-06-002721,"91,000,000"
10816,USG CORP,2004,10-K,0000950137-05-001958,0 to 50 million
31168,RSA SECURITY INC/DE/,2005,10-K/A,0000950135-06-002198,blank
31168,RSA SECURITY INC/DE/,2004,10-K,0000950135-05-001389,
31168,RSA SECURITY INC/DE/,2005,10-K,0000950135-06-001626,"19,000 something"
6036,INTERGRAPH CORP,2003,10-K/A,0000950144-04-010733,blank
6036,INTERGRAPH CORP,2004,10-K,0000351145-05-000009,up to 32.5 million
14412,SOTHEBYS HOLDINGS INC,2004,10-K,0000950117-05-000990,
14412,SOTHEBYS HOLDINGS INC,2005,10-K,0000950117-06-001222,"72,400,000"
25167,MENS WEARHOUSE INC,2005,10-K,0000950129-05-004258,
25167,MENS WEARHOUSE INC,2006,10-K,0000950129-06-003934,"74,700,000"
16721,ELECTRONIC ARTS INC,2006,10-K,0000950134-06-011401,"375,000,000"
16721,ELECTRONIC ARTS INC,2005,10-K,0000891618-05-000406,up to 500 million
65643,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,2004,10-K,0000950135-05-001344,0 to 400 million
65643,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,2005,10-K,0000950135-06-001517,"235,300,000"
6268,JOHNSON CONTROLS INC,2004,10-K,0000950137-04-010523,
6268,JOHNSON CONTROLS INC,2004,10-K/A,0000950137-05-009910,
6268,JOHNSON CONTROLS INC,2005,10-K,0000950137-05-014746,up to 560 million
8762,PROCTER &amp; GAMBLE CO,2006,10-K,0000950152-06-007291,"7,200,000,000"
8762,PROCTER &amp; GAMBLE CO,2005,10-K,0000950152-05-007351,"7,200,000,000"
1878,AUTODESK INC,2005,10-K,0001193125-05-067261,up to 500 million
1878,AUTODESK INC,2006,10-K,0001193125-06-068809,"512,000,000"
15708,ALLERGAN INC,2004,10-K,0000950137-05-002808,0 to 674 million'
15708,ALLERGAN INC,2005,10-K,0000892569-06-000217,"674,000,000"
30219,BLYTH INC,2006,10-K,0001104659-06-024679,"130,000,000"
30219,BLYTH INC,2005,10-K,0001104659-05-016641,0 to 100 million
4199,EATON CORP,2005,10-K,0000950152-06-001969,66 something
30219,BLYTH INC,2006,10-K,0001104659-06-024679,"130,000,000"
30219,BLYTH INC,2005,10-K,0001104659-05-016641,0 to 100 million
4199,EATON CORP,2005,10-K,0000950152-06-001969,66 something
4199,EATON CORP,2004,10-K,0000950152-05-002013,
30477,MATTHEWS INTERNATIONAL CORP,2005,10-K,0000063296-05-000071,"13,700,000"
30477,MATTHEWS INTERNATIONAL CORP,2004,10-K,0000063296-04-000063,blank
6266,JOHNSON &amp; JOHNSON,2006,10-K,0000950123-06-003129,"10,800,000,000"
6266,JOHNSON &amp; JOHNSON,2005,10-K,0000950123-05-003140,"10,800,000,000"
6008,INTEL CORP,2005,10-K,0000891618-06-000089,"6,200,000,000"
6008,INTEL CORP,2004,10-K,0001193125-05-033162,up to 6 billion
3121,CLOROX CO /DE/,2005,10-K,0001104659-05-042311,200 something
3121,CLOROX CO /DE/,2006,10-K,0000950134-06-016835,265 something
7116,MATTEL INC /DE/,2004,10-K,0001193125-05-044603,up to 2.4 billion
7116,MATTEL INC /DE/,2005,10-K,0001193125-06-039887,"2,400,000,000"
29392,EASTMAN CHEMICAL CO,2005,10-K,0000915389-06-000017,"321,000,000"
29392,EASTMAN CHEMICAL CO,2004,10-K,0000915389-05-000023,up to 500 million
12540,ADOBE SYSTEMS INC,2004,10-K,0001047469-05-002143,0 to 500 million
12540,ADOBE SYSTEMS INC,2005,10-K,0001047469-06-001601,"558,300,000"
12124,MORGAN STANLEY,2004,10-K,0001193125-05-025463,up to 4 billion
12124,MORGAN STANLEY,2005,10-K,0001193125-06-028736,"4,000,000,000"
120877,REYNOLDS AMERICAN INC,2004,10-K,0000950144-05-002273,
120877,REYNOLDS AMERICAN INC,2005,10-K,0000950144-06-001530,up to 18 million
120877,REYNOLDS AMERICAN INC,2004,10-K/A,0000950144-05-005767,0 to 54 million
120444,WESCO INTERNATIONAL INC,2005,10-K,0000950152-06-002136,"23,000,000"
120444,WESCO INTERNATIONAL INC,2004,10-K,0000950152-05-001807,blank
28214,INTERPOOL INC,2005,10-K,0000899681-06-000184,"305,000,000"
28214,INTERPOOL INC,2004,10-K,0000899681-05-000274,
28214,INTERPOOL INC,2004,10-K/A,0000899681-05-000691,
28214,INTERPOOL INC,2004,10-K/A,0000899681-05-000378,blank
28214,INTERPOOL INC,2003,10-K/A,0000899681-05-000434,
3144,COCA COLA CO,2005,10-K,0001047469-06-002588,"6,100,000,000"
3144,COCA COLA CO,2004,10-K,0001047469-05-005411,0 to 6.1 billion
133430,MOLDFLOW CORP,2005,10-K,0000950135-05-005362,
133430,MOLDFLOW CORP,2006,10-K,0000950135-06-005716,"10,600,000"
12141,MICROSOFT CORP,2005,10-K,0001193125-05-174825,"780,000,000"
12141,MICROSOFT CORP,2006,10-K,0001193125-06-180008,"780,000,000"
14084,ALBANY INTERNATIONAL CORP /DE/,2004,10-K,0001145443-05-000454,
14084,ALBANY INTERNATIONAL CORP /DE/,2005,10-K,0001145443-06-000597,"69,600,000"
1246,IKON OFFICE SOLUTIONS INC,2004,10-K/A,0001193125-05-139701,
1246,IKON OFFICE SOLUTIONS INC,2004,10-K,0001193125-04-211197,
1246,IKON OFFICE SOLUTIONS INC,2005,10-K,0000893220-05-002873,"0 to 137,500"
5878,ILLINOIS TOOL WORKS INC,2005,10-K,0000950137-06-002224,"1,404,000,000"
5878,ILLINOIS TOOL WORKS INC,2004,10-K,0000950137-05-002667,up to 1.5 million
5878,ILLINOIS TOOL WORKS INC,2004,10-K/A,0000950137-05-002904,
156861,TEMPUR PEDIC INTERNATIONAL INC,2004,10-K,0001193125-05-044732,
156861,TEMPUR PEDIC INTERNATIONAL INC,2005,10-K,0001193125-06-052513,"155,700,000"
113419,CONVERGYS CORP,2004,10-K,0001193125-05-041709,
113419,CONVERGYS CORP,2005,10-K,0001193125-06-046129,187 something
143356,PRUDENTIAL FINANCIAL INC,2004,10-K,0001193125-05-045535,up to 2.24 billion
143356,PRUDENTIAL FINANCIAL INC,2004,10-K/A,0001193125-06-032776,
143356,PRUDENTIAL FINANCIAL INC,2005,10-K/A,0001193125-06-055791,blank
143356,PRUDENTIAL FINANCIAL INC,2005,10-K,0001193125-06-041378,"160,000,000"
14450,WOLVERINE TUBE INC,2004,10-K,0000950144-05-002643,"10,200,000"
14450,WOLVERINE TUBE INC,2005,10-K,0000950144-06-002388,"10,200,000"
24800,QUALCOMM INC/DE,2005,10-K,0000936392-05-000362,"500,000,000"
24800,QUALCOMM INC/DE,2004,10-K,0000936392-04-000858,
65896,OYO GEOSPACE CORP,2004,10-K,0001193125-04-208792,
65896,OYO GEOSPACE CORP,2005,10-K,0001193125-05-247590,
5250,W R GRACE &amp; CO,2005,10-K,0000950136-06-001861,up to 255 million
5250,W R GRACE &amp; CO,2004,10-K,0000950136-05-001184,
7163,MCGRAW-HILL COMPANIES INC,2005,10-K,0000950123-06-002219,"209,300,000"
146017,ACUITY BRANDS INC,2004,10-K,0001193125-04-181807,blank
146017,ACUITY BRANDS INC,2005,10-K,0001193125-05-213128,
27845,WATSON PHARMACEUTICALS INC,2005,10-K,0001104659-06-015868,"11,000,000"
27845,WATSON PHARMACEUTICALS INC,2004,10-K,0001047469-05-006534,
2086,BAXTER INTERNATIONAL INC,2005,10-K,0000950137-06-002686,"2,100,000,000"
2086,BAXTER INTERNATIONAL INC,2003,10-K/A,0001193125-05-049548,
64745,KNOLL INC,2005,10-K,0001193125-06-056535,
64745,KNOLL INC,2004,10-K,0001193125-05-066391,
10639,TOYS R US INC,2006,10-K,0001193125-06-093096,"607,000,000"
10639,TOYS R US INC,2005,10-K,0001193125-05-090701,"607,000,000"
7951,MOVADO GROUP INC,2006,10-K/A,0000950142-06-000922,blank
7951,MOVADO GROUP INC,2006,10-K,0000950123-06-004587,"148,500,000"
7951,MOVADO GROUP INC,2005,10-K,0000950123-05-004625,
14863,GENLYTE GROUP INC,2005,10-K,0000833076-06-000006,"60,000,000"
14863,GENLYTE GROUP INC,2004,10-K,0001104659-05-014394,
126554,AGILENT TECHNOLOGIES INC,2005,10-K,0001047469-06-000516,"970,000,000"
126554,AGILENT TECHNOLOGIES INC,2004,10-K,0001193125-04-216917,0 to 970 million
62689,ST PAUL TRAVELERS COMPANIES INC,2005,10-K,0001104659-06-012299,"158,000,000"
62689,ST PAUL TRAVELERS COMPANIES INC,2004,10-K,0001193125-05-052696,blank
2044,BARD C R INC /NJ/,2004,10-K,0001193125-05-038606,0 to 750 million
2044,BARD C R INC /NJ/,2005,10-K,0001193125-06-037819,"600,000,000"
9004,REEBOK INTERNATIONAL LTD,2004,10-K,0001047469-05-005743,"290,000,000"
9004,REEBOK INTERNATIONAL LTD,2004,10-K/A,0001104659-05-061309,blank
9699,SIGMA ALDRICH CORP,2005,10-K,0001193125-06-053737,"120,500,000"
2271,BLOUNT INTERNATIONAL INC,2003,10-K/A,0000950157-04-000911,
2271,BLOUNT INTERNATIONAL INC,2004,10-K,0001104659-05-009942,
2271,BLOUNT INTERNATIONAL INC,2005,10-K,0001104659-06-015817,"24,900,000"
1632,ANALOG DEVICES INC,2005,10-K,0000950135-05-006610,"1,055,000,000"
1632,ANALOG DEVICES INC,2004,10-K,0000950135-04-005529,"1,055,000,000"
24468,BIOGEN IDEC INC,2005,10-K,0000950135-06-001384,"196,000,000"
24468,BIOGEN IDEC INC,2004,10-K,0000950135-05-001792,up to 500 million
11115,VARIAN MEDICAL SYSTEMS INC,2004,10-K,0001104659-04-039471,
11115,VARIAN MEDICAL SYSTEMS INC,2005,10-K,0001104659-05-060358,up to 175 million
25124,PRAXAIR INC,2005,10-K,0000884905-06-000030,"1,100,000,000"
25124,PRAXAIR INC,2004,10-K,0000884905-05-000075,up to 1.1 billion
118003,PEROT SYSTEMS CORP,2004,10-K,0000950134-05-004503,up to 50 million
118003,PEROT SYSTEMS CORP,2005,10-K,0000950134-06-003959,"42,200,000"
7904,NICOR INC,2004,10-K,0000072020-05-000007,
7904,NICOR INC,2005,10-K,0000072020-06-000008,"132,000,000"
2812,DOLE FOOD COMPANY INC,2005,10-K,0000950137-06-004586,"570,000,000"
2812,DOLE FOOD COMPANY INC,2005,10-K,0000950137-05-004039,"560,000,000"
64389,SILGAN HOLDINGS INC,2004,10-K,0000849869-05-000012,0 to 42.6 million
64389,SILGAN HOLDINGS INC,2005,10-K,0001193125-06-053598,"64,000,000"
10056,STEPAN CO,2005,10-K,0001193125-06-045672,"9,000,000"
10056,STEPAN CO,2004,10-K,0001193125-05-042706,
7366,ENTERGY CORP /DE/,2004,10-K,0000065984-05-000147,
7366,ENTERGY CORP /DE/,2005,10-K,0000065984-06-000119,
7154,MCDONALDS CORP,2005,10-K,0001193125-06-039862,"3,000,000,000"
7154,MCDONALDS CORP,2004,10-K,0001193125-05-042609,0 to 3.2 billion
9698,SIFCO INDUSTRIES INC,2004,10-K,0000950152-04-009016,6 to 14 million
9698,SIFCO INDUSTRIES INC,2005,10-K,0000950152-05-010016,
4510,FMC CORP,2005,10-K,0001193125-06-048313,"480,000,000"
4510,FMC CORP,2004,10-K,0001193125-05-049229,0 to 500 million
4510,FMC CORP,2005,10-K/A,0001193125-06-068846,blank
9459,SCHERING PLOUGH CORP,2004,10-K/A,0000950123-05-003861,blank
9459,SCHERING PLOUGH CORP,2004,10-K,0000950123-05-002785,"9,400,000,000"
9459,SCHERING PLOUGH CORP,2005,10-K,0000950123-06-002367,"9,400,000,000"
4941,GATX CORP,2005,10-K/A,0000950137-06-003638,"94,500,000"
4941,GATX CORP,2005,10-K,0000950137-06-002873,"94,500,000"
4941,GATX CORP,2004,10-K,0000950137-05-002962,
1602,AMGEN INC,2005,10-K,0001104659-06-015851,"500,000,000"
1602,AMGEN INC,2004,10-K,0000950129-05-002159,"up to 500,000,000"
3969,DIODES INC /DEL/,2005,10-K,0001144204-06-010106,"24,000,000"
3969,DIODES INC /DEL/,2004,10-K,0001144204-05-007853,
3969,DIODES INC /DEL/,2005,10-K/A,0000029002-05-000010,blank
10609,TOOTSIE ROLL INDUSTRIES INC,2005,10-K,0001047469-06-003397,"21,200 something"
10609,TOOTSIE ROLL INDUSTRIES INC,2004,10-K,0001047469-05-006676,
4145,PERKINELMER INC,2006,10-K,0001193125-06-058022,"470,000,000"
4145,PERKINELMER INC,2005,10-K,0001193125-05-048036,
110039,AMKOR TECHNOLOGY INC,2004,10-K/A,0000950153-05-001357,"172,000,000"
110039,AMKOR TECHNOLOGY INC,2005,10-K,0000950153-06-000688,
110039,AMKOR TECHNOLOGY INC,2004,10-K,0000893220-05-000695,"172,000,000"
6552,LAFARGE NORTH AMERICA INC,2005,10-K/A,0000950133-06-002101,blank
6552,LAFARGE NORTH AMERICA INC,2004,10-K,0000950133-05-000801,"1,100,000,000"
6552,LAFARGE NORTH AMERICA INC,2005,10-K,0000950133-06-000946,"1,100,000,000"
16478,EOG RESOURCES INC,2004,10-K,0000821189-05-000054,up to 550 million?
16478,EOG RESOURCES INC,2005,10-K,0000821189-06-000040,"450,000,000"
6109,INTERNATIONAL RECTIFIER CORP /DE/,2005,10-K,0001104659-05-044537,
6109,INTERNATIONAL RECTIFIER CORP /DE/,2006,10-K,0001104659-06-061467,"142,000,000"
30718,METROLOGIC INSTRUMENTS INC,2004,10-K,0000815910-05-000025,
30718,METROLOGIC INSTRUMENTS INC,2005,10-K,0000815910-06-000032,"17,000,000"
10115,STRYKER CORP,2004,10-K,0000310764-05-000008,up to 800 million
10115,STRYKER CORP,2005,10-K,0000310764-06-000040,"722,000,000"
118577,INVITROGEN CORP,2004,10-K/A,0001193125-05-107298,0 to 160 million
118577,INVITROGEN CORP,2004,10-K/A,0001193125-05-104290,0 to 160 million
118577,INVITROGEN CORP,2004,10-K,0001193125-05-035182,0 to 160 million
118577,INVITROGEN CORP,2005,10-K,0001193125-06-042488,"112,500,000"
7017,MARATHON OIL CORP,2005,10-K,0000950129-06-002297,
7017,MARATHON OIL CORP,2004,10-K,0001047469-05-006086,
1913,AVERY DENNISON CORPORATION,2005,10-K,0001193125-05-054130,
1913,AVERY DENNISON CORPORATION,2005,10-K,0000950129-06-002659,"344,000,000"
137131,CHARLES RIVER LABORATORIES INTERNATIONAL INC,2004,10-K,0001047469-05-005909,
137131,CHARLES RIVER LABORATORIES INTERNATIONAL INC,2005,10-K,0001104659-06-016438,"148,027"
137131,CHARLES RIVER LABORATORIES INTERNATIONAL INC,2004,10-K/A,0001047469-05-006307,blank
10540,THOMAS &amp; BETTS CORP,2005,10-K,0000950134-06-003788,"200,000,000"
10540,THOMAS &amp; BETTS CORP,2004,10-K,0000950134-05-004237,
12441,GARTNER INC,2005,10-K,0000950123-06-003019,"52,000,000"
12441,GARTNER INC,2004,10-K,0000950123-05-003248,"52,000,000"
1914,AVIALL INC,2004,10-K,0001193125-05-052283,5 to 7 million
1914,AVIALL INC,2005,10-K,0001193125-06-045046,"5,600,000"
12886,NEWS CORP,2006,10-K,0001193125-06-178355,"426,000,000"
12886,NEWS CORP,2005,10-K,0001193125-05-179099,up to 500 million
11600,WORTHINGTON INDUSTRIES INC,2006,10-K,0001193125-06-170895,"41,395,000"
11600,WORTHINGTON INDUSTRIES INC,2005,10-K,0001193125-05-167952,up to 74.3 milllion
139665,MOODYS CORP /DE/,2004,10-K,0000950123-05-002773,
139665,MOODYS CORP /DE/,2005,10-K,0001193125-06-041923,"63,000,000"
9772,SMITH INTERNATIONAL INC,2004,10-K,0000950129-05-002439,
9772,SMITH INTERNATIONAL INC,2005,10-K,0000950129-06-002581,"18,900,000"
133367,ENERGIZER HOLDINGS INC,2004,10-K,0001096752-04-000134,HTML cocd
133367,ENERGIZER HOLDINGS INC,2005,10-K/A,0001096752-06-000023,only tax cost listed
133367,ENERGIZER HOLDINGS INC,2005,10-K/A,0001096752-06-000032,blank
133367,ENERGIZER HOLDINGS INC,2005,10-K,0001096752-05-000157,
65772,METTLER TOLEDO INTERNATIONAL INC/,2004,10-K,0000950152-05-001513,
65772,METTLER TOLEDO INTERNATIONAL INC/,2005,10-K,0000950152-06-001354,"396,000,000"
1971,BAIRNCO CORP /DE/,2004,10-K,0000350750-05-000011,
1971,BAIRNCO CORP /DE/,2005,10-K,0000350750-06-000009,"1,826,000"
27965,MICROCHIP TECHNOLOGY INC,2006,10-K,0001104659-06-038580,"500,000,000"
27965,MICROCHIP TECHNOLOGY INC,2005,10-K,0001104659-05-025010,0 to 500 million
11609,WRIGLEY WM JR CO,2003,10-K/A,0001206774-05-000118,blank
11609,WRIGLEY WM JR CO,2005,10-K,0001206774-06-000260,"286,000"
11609,WRIGLEY WM JR CO,2004,10-K/A,0001206774-05-000228,blank
11609,WRIGLEY WM JR CO,2004,10-K,0001206774-05-000161,100k to 200k
6196,ANIXTER INTERNATIONAL INC,2005,10-K,0000950137-06-002223,"75,000,000"
6196,ANIXTER INTERNATIONAL INC,2004,10-K/A,0000950137-05-003040,blank
6196,ANIXTER INTERNATIONAL INC,2004,10-K,0000950137-05-002151,0 to 217 million
11060,V F CORP,2005,10-K,0000893220-05-000519,up to 375 million
11060,V F CORP,2005,10-K,0000893220-06-000503,"153,000,000"
7420,MINE SAFETY APPLIANCES CO,2004,10-K,0001193125-05-049299,0 to 50 million
7420,MINE SAFETY APPLIANCES CO,2005,10-K,0001193125-06-046204,"22,000,000"
11094,VALMONT INDUSTRIES INC,2005,10-K,0001104659-06-016322,0 to 57k
11094,VALMONT INDUSTRIES INC,2004,10-K,0001104659-05-009963,0 to 57k
3246,COMMERCIAL METALS CO,2005,10-K,0000950134-05-021079,up to 26 million
3246,COMMERCIAL METALS CO,2004,10-K,0000950134-04-017154,
10374,TECHNITROL INC,2005,10-K,0001169232-06-001442,"52,000,000"
10374,TECHNITROL INC,2004,10-K,0001169232-05-001375,0 to 125 million
14182,AMCOL INTERNATIONAL CORP,2004,10-K/A,0001275287-05-001577,blank
14182,AMCOL INTERNATIONAL CORP,2005,10-K/A,0001275287-06-001805,"16,461 something"
14182,AMCOL INTERNATIONAL CORP,2005,10-K,0001275287-06-001442,"16,461"
14182,AMCOL INTERNATIONAL CORP,2004,10-K,0001275287-05-001131,0 to 26.9 million
14182,AMCOL INTERNATIONAL CORP,2005,10-K/A,0001275287-06-001528,blank
14182,AMCOL INTERNATIONAL CORP,2004,10-K/A,0001275287-05-001592,blank
12216,LINEAR TECHNOLOGY CORP /CA/,2005,10-K/A,0000950005-05-000636,up to 250 million
12216,LINEAR TECHNOLOGY CORP /CA/,2005,10-K,0000950005-05-000633,up to 250 million
12216,LINEAR TECHNOLOGY CORP /CA/,2006,10-K,0000791907-06-000006,"266,400,000"
2555,CPI CORP,2005,10-K,0001169232-05-002236,
2555,CPI CORP,2006,10-K,0000025354-06-000014,
8606,PITNEY BOWES INC /DE/,2004,10-K,0001206774-05-000278,
8606,PITNEY BOWES INC /DE/,2005,10-K/A,0000930413-06-005881,blank
8606,PITNEY BOWES INC /DE/,2005,10-K,0001206774-06-000420,"15,000,000"
3480,ARBITRON INC,2004,10-K,0000950133-05-000935,blank
3480,CERIDIAN CORP /DE/,2005,10-K,0001104659-06-017273,"130,300,000"
3480,ARBITRON INC,2005,10-K,0000950133-06-000895,blank
3480,CERIDIAN CORP /DE/,2003,10-K/A,0000950134-05-003402,blank
3480,CERIDIAN CORP /DE/,2004,10-K,0001104659-05-017373,
2136,VERIZON COMMUNICATIONS INC,2004,10-K,0001193125-05-049044,
2136,VERIZON COMMUNICATIONS INC,2005,10-K,0001193125-06-053710,"2,200,000,000 "
62730,POLYCOM INC,2004,10-K,0001193125-05-046602,0 to 120 million
62730,POLYCOM INC,2005,10-K,0001193125-06-051060,"137,500,000"
11456,WEYERHAEUSER CO,2004,10-K,0001193125-05-041798,0 to 1.1 billion
11456,WEYERHAEUSER CO,2005,10-K,0001193125-06-036731,"1,100,000,000"
12471,WORLD FUEL SERVICES CORP,2005,10-K/A,0001193125-06-095420,blank
12471,WORLD FUEL SERVICES CORP,2005,10-K,0001193125-06-056673,"40,000,000"
12471,WORLD FUEL SERVICES CORP,2004,10-K,0001193125-05-067072,"111,100,000"
12471,WORLD FUEL SERVICES CORP,2004,10-K/A,0001193125-05-099486,"111,100,000"
